ន	និង|នៃ|នេះ|នៅ|នៅក្នុង|នឹង
ឡូហ	ឡូហ្គោ
ឡូហ្	ឡូហ្គោ
ឡូហ្គ	ឡូហ្គោ
រងា៖	រងា៖
ងឺៈ	ងឺៈ
ម្រៀ	ម្រៀប
ម្រៀប	ម្រៀប
កំណែក	កំណែកម្មវិធី
ការមុ	ការមុជទឹក
ផ្កាឈ	ផ្កាឈូក
ស្អុ	ស្អុយ
ស្អុយ	ស្អុយ
ឱសថសា	ឱសថសាស្ត្រ
ជីវប្	ជីវប្រវត្តិ
ប្រទះ	ប្រទះឃើញ|ប្រទះ
ខិត្	ខិត្តប័ណ្ណ
ខិត្ត	ខិត្តប័ណ្ណ
បៀរ	បៀរ
ការរម	ការរមូរ|ការរមៀល|ការរមួលក្រពើ
សាល់	សាល់
គឺជាក	គឺជាក់ស្តែង
ជេ	ជេន|ជេន៖|ជេក៖|ជេមី
ជេន	ជេន|ជេន៖
ញូវត	ញូវតុន
ញូវតុ	ញូវតុន
បង្កឲ	បង្កឲ្យ
និមួ	និមួយ
និមួយ	និមួយ
ថ្លើ	ថ្លើម
ថ្លើម	ថ្លើម
ចាំ៖	ចាំ៖
ភាពងង	ភាពងងឹត|ភាពងងុយ
ខែឧ	ខែឧសភា
ខែឧស	ខែឧសភា
ខែឧសភ	ខែឧសភា
ដោះដ	ដោះដូរ
ដោះដូ	ដោះដូរ
គុយរ	គុយរី
គុយរី	គុយរី
ស្រោប	ស្រោប
អវយ	អវយវៈ
អវយវ	អវយវៈ
អវយវៈ	អវយវៈ
ប៉ោល	ប៉ោល
អាស័	អាស័យដ្ឋាន
អាស័យ	អាស័យដ្ឋាន
រជ	រជ្ជកាល
រជ្	រជ្ជកាល
រជ្ជ	រជ្ជកាល
រជ្ជក	រជ្ជកាល
ចិន៖	ចិន៖
ផ្សំ៖	ផ្សំ៖
បកគ	បកគំហើញ
បកគំ	បកគំហើញ
បកគំហ	បកគំហើញ
ជីវឥ	ជីវឥន្ធនៈ
ជីវឥន	ជីវឥន្ធនៈ
អារីស	អារីស្តូត
ខ្សែ៖	ខ្សែ៖
និរទ	និរទេស
និរទេ	និរទេស
ធ្នើរ	ធ្នើរ
ប្លន	ប្លន់
ប្លន់	ប្លន់
អាវយ	អាវយឺត
អាវយឺ	អាវយឺត
ហ្វារ	ហ្វារិន|ហ្វារ
រ័	រ័ត្ន
រ័ត	រ័ត្ន
រ័ត្	រ័ត្ន
រ័ត្ន	រ័ត្ន
ដូម	ដូមីណូ
ដូមី	ដូមីណូ
ដូមីណ	ដូមីណូ
ការនឿ	ការនឿយហត់
អេស៊	អេស៊ីប
អេស៊ី	អេស៊ីប
រិច	រិច|រិចរិល
សុខសា	សុខសាន្ត
និចល	និចលភាព
និចលភ	និចលភាព
ខេត	ខេត្ត
ខេត្	ខេត្ត
ខេត្ត	ខេត្ត
ការខុ	ការខុសត្រូវ|ការខុសគ្នា|ការខុសឆ្គង|ការខុស|ការខុសប្លែក
ក្រៀ	ក្រៀមក្រំ|ក្រៀម|ក្រៀល
ក្រៀម	ក្រៀមក្រំ|ក្រៀម
មេគ	មេគុណ
មេគុ	មេគុណ
មេគុណ	មេគុណ
បំភិ	បំភិតបំភ័យ
បំភិត	បំភិតបំភ័យ
កាត់ដ	កាត់ដេរ
ហុ	ហុយ|ហុក|ហុង|ហុងកុង|ហុងឌូរ៉ាស|ហុច
ហុយ	ហុយ
គង	គង់វង្ស|គង្វាល|គង្គា
គង់	គង់វង្ស
គង់វ	គង់វង្ស
គង់វង	គង់វង្ស
ទ្រុ	ទ្រុឌទ្រោម|ទ្រុង
ទ្រុឌ	ទ្រុឌទ្រោម
អួ	អួរ|អួ|អួត
អួរ	អួរ
រអា	រអាក់រអួល
រអាក	រអាក់រអួល
រអាក់	រអាក់រអួល
ច្រណ	ច្រណែន
ច្រណែ	ច្រណែន
ក្រៅ៖	ក្រៅ៖
អាឡែហ	អាឡែហ្ស៊ី
ល្ព	ល្ពៅ
ល្ពៅ	ល្ពៅ
រំញ័	រំញ័រ
រំញ័រ	រំញ័រ
ប័រ	ប័រ
អាណត	អាណត្តិ
អាណត្	អាណត្តិ
ចាស៎	ចាស៎
សំរូ	សំរូប
សំរូប	សំរូប
នីហ	នីហ្សេរីយ៉ា|នីហ្គីរី
នីហ្	នីហ្សេរីយ៉ា|នីហ្គីរី
នីហ្ស	នីហ្សេរីយ៉ា
ញ្ញៈ	ញ្ញៈ|ញ្ញៈ៖
ខែស	ខែសីហា
ខែសី	ខែសីហា
ខែសីហ	ខែសីហា
ការថ្	ការថ្លឹងថ្លែង|ការថ្វាយបង្គំ|ការថ្លែង|ការថ្លែងអំណរគុណ
យ៉ាស	យ៉ាស់
យ៉ាស់	យ៉ាស់
សាឡាង	សាឡាង
ភាពលម	ភាពលម្អៀង|ភាពលម្អិត
ឌឺ	ឌឺ
រីរ	រីរាង្គ
រីរា	រីរាង្គ
រីរាង	រីរាង្គ
ហៀប	ហៀប
ពន្ធ៖	ពន្ធ៖
តាហ	តាហ្គោរ|តាហ្គោ
តាហ្	តាហ្គោរ|តាហ្គោ
តាហ្គ	តាហ្គោរ|តាហ្គោ
ស្ទីន	ស្ទីន
ធំ៖	ធំ៖
ជាបី	ជាបី
សោឌ	សោឌិ
សោឌិ	សោឌិ
រលុ	រលុង
រលុង	រលុង
បន្សុ	បន្សុទ្ធ|បន្សុត
តក់	តក់ស្លុត
តក់ស	តក់ស្លុត
តក់ស្	តក់ស្លុត
ឦ	ឦសាន
ឦស	ឦសាន
ឦសា	ឦសាន
ឦសាន	ឦសាន
ឈ្មួ	ឈ្មួញ
ឈ្មួញ	ឈ្មួញ
តឡ	តឡូជី
តឡូ	តឡូជី
តឡូជ	តឡូជី
តឡូជី	តឡូជី
សហប	សហប្រតិបត្តិការ
សហប្	សហប្រតិបត្តិការ
សហប្រ	សហប្រតិបត្តិការ
ឆ្កាង	ឆ្កាង
សំអ	សំអាង|សំអាត
សំអា	សំអាង|សំអាត
សំអាង	សំអាង
អ្នកឆ	អ្នកឆ្លើយតប|អ្នកឆ្លើយ|អ្នកឆ្លើ
ងាប	ងាប់
ងាប់	ងាប់
អាដ	អាដាប់|អាដាប់ធ័រ|អាដា៖|អាដាម៖|អាដាម|អាដា
អាដា	អាដាប់|អាដាប់ធ័រ|អាដា៖|អាដាម៖|អាដាម|អាដា
អាដាប	អាដាប់|អាដាប់ធ័រ
ខាប	ខាប់
ខាប់	ខាប់
កំប្រ	កំប្រុក
ពហិ	ពហិការ
ពហិក	ពហិការ
ពហិកា	ពហិការ
ងារ	ងារ|ងារ៖
អ៊ីច	អ៊ីចឹង
អ៊ីចឹ	អ៊ីចឹង
ហាមប	ហាមប្រាម
ហាមប្	ហាមប្រាម
វរ	វរ
ហ្វាក	ហ្វាក់
កសិផ	កសិផល
កសិផល	កសិផល
ញា	ញាំញី|ញាប់|ញាតិ|ញាក់|ញាប់ញ័រ|ញាតិមិត្ត
ញាំ	ញាំញី|ញាំ
ញាំញ	ញាំញី
ញាំញី	ញាំញី
ថ្នម	ថ្នម
ឡូជីខ	ឡូជីខល|ឡូជីខ
ពង្រា	ពង្រាយ|ពង្រាង
ល្ងង	ល្ងង់ខ្លៅ|ល្ងង់
ល្ងង់	ល្ងង់ខ្លៅ|ល្ងង់
ដាក់ទ	ដាក់ទង់|ដាក់ទណ្ឌកម្ម
អ៊ីម៉	អ៊ីម៉ែល|អ៊ីម៉ែ
ឃាតកម	ឃាតកម្ម
ការជន	ការជន់
នោះ៖	នោះ៖
រស់ជ	រស់ជាតិ
រស់ជា	រស់ជាតិ
ស្រណ	ស្រណុក|ស្រណោះស្រណោក|ស្រណុកចិត្ត
ស្រណុ	ស្រណុក|ស្រណុកចិត្ត
ប្រដូ	ប្រដូច
អូហ	អូហូ|អូហ្សូន
អូហូ	អូហូ
ញ្ញៈ៖	ញ្ញៈ៖
សាឡុ	សាឡុង
សាឡុង	សាឡុង
រូបស	រូបសំណាក
រូបសំ	រូបសំណាក
ទៅមក៖	ទៅមក៖
រហ័សរ	រហ័សរហួន
គភ	គភ៌
គភ៌	គភ៌
បង្គរ	បង្គរ
ស្តូ	ស្តូត
ស្តូត	ស្តូត
ទណ	ទណ្ឌកម្ម|ទណ្ឌិត
ទណ្	ទណ្ឌកម្ម|ទណ្ឌិត
ទណ្ឌ	ទណ្ឌកម្ម|ទណ្ឌិត
ទណ្ឌក	ទណ្ឌកម្ម
ជម្ម	ជម្មើស
ជម្មើ	ជម្មើស
អឺរ៉ូ	អឺរ៉ូ
ខែល	ខែល
យានដ	យានដ្ឋាន
យានដ្	យានដ្ឋាន
ឧបទ្វ	ឧបទ្វីប
ដៃគូរ	ដៃគូរ
ផុយស	ផុយស្រួយ
ផុយស្	ផុយស្រួយ
ហ្គ័	ហ្គ័រ
ហ្គ័រ	ហ្គ័រ
សំរប	សំរបសំរួល
សំរបស	សំរបសំរួល
មួន៖	មួន៖
បរម	បរមាណូ
បរមា	បរមាណូ
បរមាណ	បរមាណូ
ចុងច	ចុងចោទ
ចុងចោ	ចុងចោទ
ក្តាន	ក្តាន់
បាល់៖	បាល់៖
វ៍	វ៍
ហាន់	ហាន់
យូន	យូនីត|យូនី
យូនី	យូនីត|យូនី
យូនីត	យូនីត
តង្	តង្កៀប
តង្ក	តង្កៀប
តង្កៀ	តង្កៀប
ពហុក	ពហុកីឡដ្ឋាន|ពហុកោណ|ពហុកីឡាដ្ឋាន|ពហុក
ពហុកី	ពហុកីឡដ្ឋាន|ពហុកីឡាដ្ឋាន
ធ៌	ធ៌ម
ធ៌ម	ធ៌ម
ដោណ	ដោណេ
ដោណេ	ដោណេ
ទេពធ	ទេពធីតា
ទេពធី	ទេពធីតា
វប្បក	វប្បកម្ម
ជ្រលក	ជ្រលក់
ធុំ	ធុំ
ច្រែ	ច្រែះ
ច្រែះ	ច្រែះ
អំបៅ	អំបៅ
សវនា	សវនាការ
សវនាក	សវនាការ
បន្តភ	បន្តភ្ជាប់
កំបោ	កំបោរ
កំបោរ	កំបោរ
ថម	ថម|ថម៖
បេរ	បេរី
បេរី	បេរី
ឡែន	ឡែន
បូលីវ	បូលីវូដ|បូលីវី
ម៉ូណ	ម៉ូណូ|ម៉ូណា
ម៉ូណូ	ម៉ូណូ
អហ	អហិង្សា
អហិ	អហិង្សា
អហិង	អហិង្សា
អហិង្	អហិង្សា
ប៉មហ	ប៉មហាណូយ
ប៉មហា	ប៉មហាណូយ
មហាក	មហាក្សត្រី|មហាក្សត្រិយានី
មហាក្	មហាក្សត្រី|មហាក្សត្រិយានី
សាអ	សាអូឌីត
សាអូ	សាអូឌីត
សាអូឌ	សាអូឌីត
ក្លូ	ក្លូន
ក្លូន	ក្លូន
ពុទ	ពុទ្ធសាសនា
ពុទ្	ពុទ្ធសាសនា
ពុទ្ធ	ពុទ្ធសាសនា
បណ្តេ	បណ្តេញ
ភាពផុ	ភាពផុយស្រួយ
ភាពសក	ភាពសកម្ម|ភាពសក្តិសម
កុលា	កុលាប
កុលាប	កុលាប
មានអំ	មានអំណរគុណ
អូហ្	អូហ្សូន
អូហ្ស	អូហ្សូន
កំបុ	កំបុត
កំបុត	កំបុត
លំអិ	លំអិត
លំអិត	លំអិត
យាយ	យាយ
ចលនាទ	ចលនាទី|ចលនាទីផ្សារ
ការបួ	ការបួន|ការបួស
ថើ	ថើប
ថើប	ថើប
ហឹង	ហឹង្សា
ហឹង្	ហឹង្សា
ហឹង្ស	ហឹង្សា
ចនា	ចនាប័ទ្ម|ចនាសម្ព័ន្ធ|ចនាបថ
ចនាប	ចនាប័ទ្ម|ចនាបថ
ចនាប័	ចនាប័ទ្ម
ក្តុ	ក្តុកក្តួល
ក្តុក	ក្តុកក្តួល
ឆ្លាស	ឆ្លាស់
ការជោ	ការជោគជ័យ
យាម	យាម
សាគ	សាគូរ៉ា
សាគូ	សាគូរ៉ា
សាគូរ	សាគូរ៉ា
ផ្នូ	ផ្នូរ
ផ្នូរ	ផ្នូរ
អោប	អោប
លាម	លាមក
លាមក	លាមក
ឆ្នៃ	ឆ្នៃ
ដាក់ឈ	ដាក់ឈ្មោះ
ហើម	ហើម
១៧	១៧|១៧៨៩
វិលម	វិលមុខ
វិលមុ	វិលមុខ
អធ្យ	អធ្យាស្រ័យ
អធ្យា	អធ្យាស្រ័យ
បៀន	បៀន
ត្រាត	ត្រាត
ជង្	ជង្គង់|ជង្រុក
ជង្គ	ជង្គង់
ជង្គង	ជង្គង់
អូសេ	អូសេអានី
អូសេអ	អូសេអានី
សំបុក	សំបុក
ឈូង	ឈូង
អណ្តា	អណ្តាត
ខ្ញី	ខ្ញី
បាតុក	បាតុកម្ម
អាល់ផ	អាល់ផែន
នេប	នេប៉ាល់
នេប៉	នេប៉ាល់
នេប៉ា	នេប៉ាល់
រដុ	រដុប
រដុប	រដុប
កំសៀ	កំសៀវ
កំសៀវ	កំសៀវ
លៃ	លៃ
ភាពឆប	ភាពឆប|ភាពឆបគ្នា
ហឺម	ហឺម
ដង៖	ដង៖
ភាគល	ភាគលាភ
ភាគលា	ភាគលាភ
មហិម	មហិមា
មហិមា	មហិមា
គូស្	គូស្នេហ៍
គូស្ន	គូស្នេហ៍
អាល់ម	អាល់ម៉ុន
អ៊ុ	អ៊ុយក្រែន|អ៊ុត|អ៊ុល
អ៊ុយ	អ៊ុយក្រែន
អ៊ុយក	អ៊ុយក្រែន
កូនច	កូនចៅ
កូនចៅ	កូនចៅ
កណ្ដឹ	កណ្ដឹង
ហ៊ីត	ហ៊ីត្លែរ
ហ៊ីត្	ហ៊ីត្លែរ
ស្លាយ	ស្លាយ
បែរ	បែរ
ឧបសម	ឧបសម្ព័ន្ធ
ឧបសម្	ឧបសម្ព័ន្ធ
បាច់៖	បាច់៖
សោឆ	សោឆ្លាតវៃ
សោឆ្	សោឆ្លាតវៃ
សោឆ្ល	សោឆ្លាតវៃ
សែ	សែល|សែសិប
សែល	សែល
ហ្សក	ហ្សក
អុស	អុស
ពួរ	ពួរ
លើ៖	លើ៖
សំរាល	សំរាល
ណី	ណី៖
ណី៖	ណី៖
វឹ	វឹកវរ
វឹក	វឹកវរ
វឹកវ	វឹកវរ
វឹកវរ	វឹកវរ
ចំលែ	ចំលែក
ចំលែក	ចំលែក
មាតុ	មាតុភូមិ
មាតុភ	មាតុភូមិ
ឡូស	ឡូស
វើ	វើល|វើរ
